(((1*6)-(6/4))/((5*3)*3))	(/(-(*16)(/64))(*(*53)3))	(((16*)(64/)-)((53*)3*)/)
(((0*1)/(1-8))/(2-(2/7)))	(/(/(*01)(-18))(-2(/27)))	(((01*)(18-)/)(2(27/)-)/)
(((7/6)*(7/9))+((3+4)-7))	(+(*(/76)(/79))(-(+34)7))	(((76/)(79/)*)((34+)7-)+)
(((8*7)+2)-((5*6)/7))	(-(+(*87)2)(/(*56)7))	(((87*)2+)((56*)7/)-)
(((6-5)-(7*1))-((6/0)+(5/7)))	(-(-(-65)(*71))(+(/60)(/57)))	(((65-)(71*)-)((60/)(57/)+)-)
(((4*6)/(6/2))/(7/(7-5)))	(/(/(*46)(/62))(/7(-75)))	(((46*)(62/)/)(7(75-)/)/)
(((0/3)/(0+4))*((8/6)*(0-3)))	(*(/(/03)(+04))(*(/86)(-03)))	(((03/)(04+)/)((86/)(03-)*)*)
((6-(8*2))/((0-2)+(3+6)))	(/(-6(*82))(+(-02)(+36)))	((6(82*)-)((02-)(36+)+)/)
(((6+8)+(4-7))/((0+9)*(1+0)))	(/(+(+68)(-47))(*(+09)(+10)))	(((68+)(47-)+)((09+)(10+)*)/)
(((5+8)*(2*5))-((2/3)+(1/6)))	(-(*(+58)(*25))(+(/23)(/16)))	(((58+)(25*)*)((23/)(16/)+)-)
(((8-2)+(5+6))/(0*(1-0)))	(/(+(-82)(+56))(*0(-10)))	(((82-)(56+)+)(0(10-)*)/)
(((8+9)+(8-4))/((9+5)-(6-9)))	(/(+(+89)(-84))(-(+95)(-69)))	(((89+)(84-)+)((95+)(69-)-)/)
(((2/6)-(9/7))+((7*5)/(5-1)))	(+(-(/26)(/97))(/(*75)(-51)))	(((26/)(97/)-)((75*)(51-)/)+)
((0+0)*((2*4)/(1-2)))	(*(+00)(/(*24)(-12)))	((00+)((24*)(12-)/)*)
((8/0)-((8/4)-(0+5)))	(-(/80)(-(/84)(+05)))	((80/)((84/)(05+)-)-)
(((7-6)+(9/9))+((9*9)*8))	(+(+(-76)(/99))(*(*99)8))	(((76-)(99/)+)((99*)8*)+)
(((7/1)-(8-4))-((8/8)*(6-2)))	(-(-(/71)(-84))(*(/88)(-62)))	(((71/)(84-)-)((88/)(62-)*)-)
((4-(1/1))*((5-4)*(7-4)))	(*(-4(/11))(*(-54)(-74)))	((4(11/)-)((54-)(74-)*)*)
((1/(6/7))-(2/(5-8)))	(-(/1(/67))(/2(-58)))	((1(67/)/)(2(58-)/)-)
(((3*6)-(0-3))*((5/4)*5))	(*(-(*36)(-03))(*(/54)5))	(((36*)(03-)-)((54/)5*)*)
(((8/6)/(2/4))-((5-6)-(1*4)))	(-(/(/86)(/24))(-(-56)(*14)))	(((86/)(24/)/)((56-)(14*)-)-)
(((2*4)/(3-2))-((6-3)*(9*0)))	(-(/(*24)(-32))(*(-63)(*90)))	(((24*)(32-)/)((63-)(90*)*)-)
((9*0)/((3*2)+(4*4)))	(/(*90)(+(*32)(*44)))	((90*)((32*)(44*)+)/)
(((3+4)-(5-5))+(0-8))	(+(-(+34)(-55))(-08))	(((34+)(55-)-)(08-)+)
((0+9)*((0-4)+0))	(*(+09)(+(-04)0))	((09+)((04-)0+)*)
(((0-4)/7)+(2-(6*3)))	(+(/(-04)7)(-2(*63)))	(((04-)7/)(2(63*)-)+)
((7*(7/9))+((3+8)*(7-4)))	(+(*7(/79))(*(+38)(-74)))	((7(79/)*)((38+)(74-)*)+)
(((9-0)*(0*4))-((2/5)*(2/7)))	(-(*(-90)(*04))(*(/25)(/27)))	(((90-)(04*)*)((25/)(27/)*)-)
(((5*5)*(5/6))+((8+4)/(2+1)))	(+(*(*55)(/56))(/(+84)(+21)))	(((55*)(56/)*)((84+)(21+)/)+)
(((0-4)-(3/1))/((8+3)*4))	(/(-(-04)(/31))(*(+83)4))	(((04-)(31/)-)((83+)4*)/)
(((0+2)+(8*3))/((8*5)/2))	(/(+(+02)(*83))(/(*85)2))	(((02+)(83*)+)((85*)2/)/)
(((7-4)/(1+8))+((9/0)/(3/6)))	(+(/(-74)(+18))(/(/90)(/36)))	(((74-)(18+)/)((90/)(36/)/)+)
(((2-8)+1)-((4/7)*(8/4)))	(-(+(-28)1)(*(/47)(/84)))	(((28-)1+)((47/)(84/)*)-)
(((5-6)*(2-7))-((8+9)-(3/9)))	(-(*(-56)(-27))(-(+89)(/39)))	(((56-)(27-)*)((89+)(39/)-)-)
(((5+8)/(8/8))-((0/3)-(3*5)))	(-(/(+58)(/88))(-(/03)(*35)))	(((58+)(88/)/)((03/)(35*)-)-)
(((2-7)/(7+2))/((4/8)/(9+7)))	(/(/(-27)(+72))(/(/48)(+97)))	(((27-)(72+)/)((48/)(97+)/)/)
(((2+8)*(8+1))+(6-6))	(+(*(+28)(+81))(-66))	(((28+)(81+)*)(66-)+)
((6/1)/((0/9)+(4-0)))	(/(/61)(+(/09)(-40)))	((61/)((09/)(40-)+)/)
(((9/6)*(9-0))*((4*8)/(8+5)))	(*(*(/96)(-90))(/(*48)(+85)))	(((96/)(90-)*)((48*)(85+)/)*)
(((5+9)*(8-4))*((7*9)-(9*0)))	(*(*(+59)(-84))(-(*79)(*90)))	(((59+)(84-)*)((79*)(90*)-)*)
(((6+7)/(1-6))-((0/6)+4))	(-(/(+67)(-16))(+(/06)4))	(((67+)(16-)/)((06/)4+)-)
(((7/5)*(8+3))/((7+1)*3))	(/(*(/75)(+83))(*(+71)3))	(((75/)(83+)*)((71+)3*)/)
((1/(4-7))*((4*4)*(1+3)))	(*(/1(-47))(*(*44)(+13)))	((1(47-)/)((44*)(13+)*)*)
(((2/7)+(4*3))-(9-2))	(-(+(/27)(*43))(-92))	(((27/)(43*)+)(92-)-)
(((6*3)/(9+0))-((5+5)*(3+3)))	(-(/(*63)(+90))(*(+55)(+33)))	(((63*)(90+)/)((55+)(33+)*)-)
((8*(4*5))-((8+0)*(3+2)))	(-(*8(*45))(*(+80)(+32)))	((8(45*)*)((80+)(32+)*)-)
(((5*9)/(7-4))+(3-(0/3)))	(+(/(*59)(-74))(-3(/03)))	(((59*)(74-)/)(3(03/)-)+)
(((5*0)*(6*3))*((3/1)+(6/8)))	(*(*(*50)(*63))(+(/31)(/68)))	(((50*)(63*)*)((31/)(68/)+)*)
(((6+0)*(1-1))*((5*8)-(8-6)))	(*(*(+60)(-11))(-(*58)(-86)))	(((60+)(11-)*)((58*)(86-)-)*)
(((7*2)-(8/4))-((0*2)/2))	(-(-(*72)(/84))(/(*02)2))	(((72*)(84/)-)((02*)2/)-)
(((0*3)-(9*1))*((8/3)+1))	(*(-(*03)(*91))(+(/83)1))	(((03*)(91*)-)((83/)1+)*)
(((3+1)*(2+6))-(2-(7-7)))	(-(*(+31)(+26))(-2(-77)))	(((31+)(26+)*)(2(77-)-)-)
(((4-1)+(7*5))/(3+(0*0)))	(/(+(-41)(*75))(+3(*00)))	(((41-)(75*)+)(3(00*)+)/)
(((8*8)*(4-0))/(9/(8+7)))	(/(*(*88)(-40))(/9(+87)))	(((88*)(40-)*)(9(87+)/)/)
(((6+5)/6)*((0/8)*3))	(*(/(+65)6)(*(/08)3))	(((65+)6/)((08/)3*)*)
(((4*2)-3)-(6-4))	(-(-(*42)3)(-64))	(((42*)3-)(64-)-)
(((1-2)+(2/4))-((8-0)/(0-3)))	(-(+(-12)(/24))(/(-80)(-03)))	(((12-)(24/)+)((80-)(03-)/)-)
(((3+5)+(1+2))*((9/9)*4))	(*(+(+35)(+12))(*(/99)4))	(((35+)(12+)+)((99/)4*)*)
(((3*4)-(5*8))*(4-(3-5)))	(*(-(*34)(*58))(-4(-35)))	(((34*)(58*)-)(4(35-)-)*)
(((6-8)/(9*9))-((6*1)/9))	(-(/(-68)(*99))(/(*61)9))	(((68-)(99*)/)((61*)9/)-)
(((2+7)*(9/9))+(4/(2-6)))	(+(*(+27)(/99))(/4(-26)))	(((27+)(99/)*)(4(26-)/)+)
(((2-2)-(9-2))-((6/4)+(2/7)))	(-(-(-22)(-92))(+(/64)(/27)))	(((22-)(92-)-)((64/)(27/)+)-)
(((5*4)+(5/1))-((4*7)*8))	(-(+(*54)(/51))(*(*47)8))	(((54*)(51/)+)((47*)8*)-)
(((5+9)+(6+7))-((7/9)+(1/4)))	(-(+(+59)(+67))(+(/79)(/14)))	(((59+)(67+)+)((79/)(14/)+)-)
(((0+1)/(6-0))/((6*9)-(6/5)))	(/(/(+01)(-60))(-(*69)(/65)))	(((01+)(60-)/)((69*)(65/)-)/)
(((7*1)-(8-6))-(1/(6*8)))	(-(-(*71)(-86))(/1(*68)))	(((71*)(86-)-)(1(68*)/)-)
(((5/2)-8)-(2*(3+7)))	(-(-(/52)8)(*2(+37)))	(((52/)8-)(2(37+)*)-)
(((3*3)*(9+4))/((0*2)/(4*4)))	(/(*(*33)(+94))(/(*02)(*44)))	(((33*)(94+)*)((02*)(44*)/)/)
(((6*0)-(1-7))+((8+4)*(8*8)))	(+(-(*60)(-17))(*(+84)(*88)))	(((60*)(17-)-)((84+)(88*)*)+)
(((7+1)*(3-4))+(0*5))	(+(*(+71)(-34))(*05))	(((71+)(34-)*)(05*)+)
(((6/5)*4)/((2+8)*(3*6)))	(/(*(/65)4)(*(+28)(*36)))	(((65/)4*)((28+)(36*)*)/)
(((5+6)-1)*((8-7)+(9+6)))	(*(-(+56)1)(+(-87)(+96)))	(((56+)1-)((87-)(96+)+)*)
(((9/1)*(2/6))/((8*9)/(1/5)))	(/(*(/91)(/26))(/(*89)(/15)))	(((91/)(26/)*)((89*)(15/)/)/)
(((3+6)/(5-2))+((7*1)*5))	(+(/(+36)(-52))(*(*71)5))	(((36+)(52-)/)((71*)5*)+)
(((1/9)+9)/((8+2)*(6/1)))	(/(+(/19)9)(*(+82)(/61)))	(((19/)9+)((82+)(61/)*)/)
(((2-1)+(9-1))+((6*0)+(0+2)))	(+(+(-21)(-91))(+(*60)(+02)))	(((21-)(91-)+)((60*)(02+)+)+)
(((1+4)*0)*((6-0)/(1-7)))	(*(*(+14)0)(/(-60)(-17)))	(((14+)0*)((60-)(17-)/)*)
(((3*4)/(9/4))/((0+4)/(7-8)))	(/(/(*34)(/94))(/(+04)(-78)))	(((34*)(94/)/)((04+)(78-)/)/)
(((7*2)/4)/((3-6)+(2+6)))	(/(/(*72)4)(+(-36)(+26)))	(((72*)4/)((36-)(26+)+)/)
((8+(2*4))-(0-(8*3)))	(-(+8(*24))(-0(*83)))	((8(24*)+)(0(83*)-)-)
(((3/4)/(2-2))-((7-3)-(2+3)))	(-(/(/34)(-22))(-(-73)(+23)))	(((34/)(22-)/)((73-)(23+)-)-)
((7/(7*7))*(8/(2*4)))	(*(/7(*77))(/8(*24)))	((7(77*)/)(8(24*)/)*)
(((8*0)/(4+8))*((9*1)/(8+2)))	(*(/(*80)(+48))(/(*91)(+82)))	(((80*)(48+)/)((91*)(82+)/)*)
((8/9)-((6-0)/(0/4)))	(-(/89)(/(-60)(/04)))	((89/)((60-)(04/)/)-)
(((2+8)-(9*1))*((7-1)+(3*2)))	(*(-(+28)(*91))(+(-71)(*32)))	(((28+)(91*)-)((71-)(32*)+)*)
(((8-1)*(1+2))*((7-6)+(0+5)))	(*(*(-81)(+12))(+(-76)(+05)))	(((81-)(12+)*)((76-)(05+)+)*)
(((0+7)-(5/6))*((9-1)/7))	(*(-(+07)(/56))(/(-91)7))	(((07+)(56/)-)((91-)7/)*)
((5*(0+0))*(8+(1-1)))	(*(*5(+00))(+8(-11)))	((5(00+)*)(8(11-)+)*)
(((9*3)+9)-((4+2)+(2+4)))	(-(+(*93)9)(+(+42)(+24)))	(((93*)9+)((42+)(24+)+)-)
(((3*2)*(6/8))*((3-6)/(9-0)))	(*(*(*32)(/68))(/(-36)(-90)))	(((32*)(68/)*)((36-)(90-)/)*)
(((4-5)*8)+((0+8)/(4-9)))	(+(*(-45)8)(/(+08)(-49)))	(((45-)8*)((08+)(49-)/)+)
(((2+0)+6)+((3+3)*(3-0)))	(+(+(+20)6)(*(+33)(-30)))	(((20+)6+)((33+)(30-)*)+)
(((1+5)+(1-5))*((1/4)/(2/7)))	(*(+(+15)(-15))(/(/14)(/27)))	(((15+)(15-)+)((14/)(27/)/)*)
((7/(5-8))-((4+7)+(3/6)))	(-(/7(-58))(+(+47)(/36)))	((7(58-)/)((47+)(36/)+)-)
(((9+9)/6)+((0*4)*(0*7)))	(+(/(+99)6)(*(*04)(*07)))	(((99+)6/)((04*)(07*)*)+)
(((1/8)*(4+6))*((7*4)-(9+3)))	(*(*(/18)(+46))(-(*74)(+93)))	(((18/)(46+)*)((74*)(93+)-)*)
(((9*0)/(2*8))*((7/4)+(0+5)))	(*(/(*90)(*28))(+(/74)(+05)))	(((90*)(28*)/)((74/)(05+)+)*)
(((4-5)/(2*5))-((3-8)*5))	(-(/(-45)(*25))(*(-38)5))	(((45-)(25*)/)((38-)5*)-)
(((4*8)*(0-7))*(7-(1-4)))	(*(*(*48)(-07))(-7(-14)))	(((48*)(07-)*)(7(14-)-)*)
((5/(5+1))*((8/6)/(2-9)))	(*(/5(+51))(/(/86)(-29)))	((5(51+)/)((86/)(29-)/)*)
(((7-3)/(6/5))+((7+2)-(0/2)))	(+(/(-73)(/65))(-(+72)(/02)))	(((73-)(65/)/)((72+)(02/)-)+)
(((8+5)+(8-0))-((8/9)-(4-5)))	(-(+(+85)(-80))(-(/89)(-45)))	(((85+)(80-)+)((89/)(45-)-)-)
((8*(9+0))*(7+(7/0)))	(*(*8(+90))(+7(/70)))	((8(90+)*)(7(70/)+)*)
((5*(1/8))*((1-6)*(3-6)))	(*(*5(/18))(*(-16)(-36)))	((5(18/)*)((16-)(36-)*)*)
((0+(0/4))-((5*8)*(4+6)))	(-(+0(/04))(*(*58)(+46)))	((0(04/)+)((58*)(46+)*)-)
(((5/0)+(9+9))*((5+9)+(9-8)))	(*(+(/50)(+99))(+(+59)(-98)))	(((50/)(99+)+)((59+)(98-)+)*)
(((3/5)*4)+((1/2)*(6+7)))	(+(*(/35)4)(*(/12)(+67)))	(((35/)4*)((12/)(67+)*)+)
(((5/0)-(9-7))*((7-0)-(9-4)))	(*(-(/50)(-97))(-(-70)(-94)))	(((50/)(97-)-)((70-)(94-)-)*)
((6*(5-4))/((0+3)*7))	(/(*6(-54))(*(+03)7))	((6(54-)*)((03+)7*)/)
(((2*2)-4)/((4+9)-(6/1)))	(/(-(*22)4)(-(+49)(/61)))	(((22*)4-)((49+)(61/)-)/)
(((1-4)*5)/((9*2)+(2/5)))	(/(*(-14)5)(+(*92)(/25)))	(((14-)5*)((92*)(25/)+)/)
(((8+3)*(2*8))+((6/8)*(5*5)))	(+(*(+83)(*28))(*(/68)(*55)))	(((83+)(28*)*)((68/)(55*)*)+)
(((5-1)-1)-((0*9)/(4/1)))	(-(-(-51)1)(/(*09)(/41)))	(((51-)1-)((09*)(41/)/)-)
(((8*2)*(6+3))+((2*7)*(5+3)))	(+(*(*82)(+63))(*(*27)(+53)))	(((82*)(63+)*)((27*)(53+)*)+)
(((4-3)*3)-((0/1)/0))	(-(*(-43)3)(/(/01)0))	(((43-)3*)((01/)0/)-)
(((9/2)+(9+5))+((3-7)+(0+3)))	(+(+(/92)(+95))(+(-37)(+03)))	(((92/)(95+)+)((37-)(03+)+)+)
(((4+2)+(3*9))+((2-1)*0))	(+(+(+42)(*39))(*(-21)0))	(((42+)(39*)+)((21-)0*)+)
(((0+9)-(5-4))-((0/9)-(1-7)))	(-(-(+09)(-54))(-(/09)(-17)))	(((09+)(54-)-)((09/)(17-)-)-)
(((1+9)+(8+3))-((5*6)-(6/6)))	(-(+(+19)(+83))(-(*56)(/66)))	(((19+)(83+)+)((56*)(66/)-)-)
(((6/0)*(5*3))/((2/2)*(1/1)))	(/(*(/60)(*53))(*(/22)(/11)))	(((60/)(53*)*)((22/)(11/)*)/)
(((2*6)/1)/((9+8)-(4*7)))	(/(/(*26)1)(-(+98)(*47)))	(((26*)1/)((98+)(47*)-)/)
(((0/5)*(9/9))+((7*6)-(1/8)))	(+(*(/05)(/99))(-(*76)(/18)))	(((05/)(99/)*)((76*)(18/)-)+)
(((8/3)-(9-3))+((8+2)*(0*1)))	(+(-(/83)(-93))(*(+82)(*01)))	(((83/)(93-)-)((82+)(01*)*)+)
(((8+7)-(3-5))+((2*2)*(7/0)))	(+(-(+87)(-35))(*(*22)(/70)))	(((87+)(35-)-)((22*)(70/)*)+)
(((5+9)+1)+((8*2)*(9-3)))	(+(+(+59)1)(*(*82)(-93)))	(((59+)1+)((82*)(93-)*)+)
(((8/1)+(5*1))+((1+4)+(1+2)))	(+(+(/81)(*51))(+(+14)(+12)))	(((81/)(51*)+)((14+)(12+)+)+)
((2*1)-((1/9)/(4*3)))	(-(*21)(/(/19)(*43)))	((21*)((19/)(43*)/)-)
(((8-5)+(8/2))/(7/(8-7)))	(/(+(-85)(/82))(/7(-87)))	(((85-)(82/)+)(7(87-)/)/)
(((6*5)*(7-9))/(9+(6+5)))	(/(*(*65)(-79))(+9(+65)))	(((65*)(79-)*)(9(65+)+)/)
(((0-4)*(8*8))/(0*3))	(/(*(-04)(*88))(*03))	(((04-)(88*)*)(03*)/)
(((6/6)*(3*1))-((1+8)*(3+4)))	(-(*(/66)(*31))(*(+18)(+34)))	(((66/)(31*)*)((18+)(34+)*)-)
(((0*7)+8)-((4*6)-(9/9)))	(-(+(*07)8)(-(*46)(/99)))	(((07*)8+)((46*)(99/)-)-)
((5-(9+6))/(1*(7*4)))	(/(-5(+96))(*1(*74)))	((5(96+)-)(1(74*)*)/)
(((0/4)-(4*2))*((0/8)-(3*0)))	(*(-(/04)(*42))(-(/08)(*30)))	(((04/)(42*)-)((08/)(30*)-)*)
(((3-7)/2)+((0+7)/(1*0)))	(+(/(-37)2)(/(+07)(*10)))	(((37-)2/)((07+)(10*)/)+)
((0*(3/3))+((8/0)*(4/5)))	(+(*0(/33))(*(/80)(/45)))	((0(33/)*)((80/)(45/)*)+)
(((8-8)-(4-3))/(6*(9+6)))	(/(-(-88)(-43))(*6(+96)))	(((88-)(43-)-)(6(96+)*)/)
(((7-7)/(2+2))-((2+7)/(0-8)))	(-(/(-77)(+22))(/(+27)(-08)))	(((77-)(22+)/)((27+)(08-)/)-)
((8/(3-7))-((6/6)/(5/4)))	(-(/8(-37))(/(/66)(/54)))	((8(37-)/)((66/)(54/)/)-)
(3+((9-9)-(2*7)))	(+3(-(-99)(*27)))	(3((99-)(27*)-)+)
(((2+9)*(5+1))*((4-9)-7))	(*(*(+29)(+51))(-(-49)7))	(((29+)(51+)*)((49-)7-)*)
((3/1)*((7-8)+(8+7)))	(*(/31)(+(-78)(+87)))	((31/)((78-)(87+)+)*)
(((0-3)+(9/7))-((2*5)/(1-7)))	(-(+(-03)(/97))(/(*25)(-17)))	(((03-)(97/)+)((25*)(17-)/)-)
((9*(2*4))*((6/1)-(7/2)))	(*(*9(*24))(-(/61)(/72)))	((9(24*)*)((61/)(72/)-)*)
(((3+6)-(4*2))/((9+8)*(5+6)))	(/(-(+36)(*42))(*(+98)(+56)))	(((36+)(42*)-)((98+)(56+)*)/)
(((8-4)-(0/1))-((6*8)-(0/9)))	(-(-(-84)(/01))(-(*68)(/09)))	(((84-)(01/)-)((68*)(09/)-)-)
(((8*0)*(0+8))/((7-2)/(6+7)))	(/(*(*80)(+08))(/(-72)(+67)))	(((80*)(08+)*)((72-)(67+)/)/)
(((4/2)*(0/8))*((5/8)+(0+2)))	(*(*(/42)(/08))(+(/58)(+02)))	(((42/)(08/)*)((58/)(02+)+)*)
(((2+3)+(5-8))/((0+1)-(2/3)))	(/(+(+23)(-58))(-(+01)(/23)))	(((23+)(58-)+)((01+)(23/)-)/)
((8*(7/4))*((8-1)/8))	(*(*8(/74))(/(-81)8))	((8(74/)*)((81-)8/)*)
(((1/9)/(6-6))+((5*8)/(2+7)))	(+(/(/19)(-66))(/(*58)(+27)))	(((19/)(66-)/)((58*)(27+)/)+)
(((8*8)-(9+4))*((1/7)+(4*3)))	(*(-(*88)(+94))(+(/17)(*43)))	(((88*)(94+)-)((17/)(43*)+)*)
(((5/2)-(2*4))/((2-1)/(6/8)))	(/(-(/52)(*24))(/(-21)(/68)))	(((52/)(24*)-)((21-)(68/)/)/)
(((3*3)+1)-((4-9)/6))	(-(+(*33)1)(/(-49)6))	(((33*)1+)((49-)6/)-)
(((6*5)-(8/8))/((7-3)*(3+5)))	(/(-(*65)(/88))(*(-73)(+35)))	(((65*)(88/)-)((73-)(35+)*)/)
(((9*6)+(8-2))-(4-(0-1)))	(-(+(*96)(-82))(-4(-01)))	(((96*)(82-)+)(4(01-)-)-)
(((5*9)/(6/3))-((9*0)-(7+4)))	(-(/(*59)(/63))(-(*90)(+74)))	(((59*)(63/)/)((90*)(74+)-)-)
(((2+4)/(7+3))-((6+2)/1))	(-(/(+24)(+73))(/(+62)1))	(((24+)(73+)/)((62+)1/)-)
(((8-2)*6)-((0-2)/(2*1)))	(-(*(-82)6)(/(-02)(*21)))	(((82-)6*)((02-)(21*)/)-)
(((8*8)-3)/((5*5)/(2+5)))	(/(-(*88)3)(/(*55)(+25)))	(((88*)3-)((55*)(25+)/)/)
(((2+2)+(5/7))+((2/8)*(2+6)))	(+(+(+22)(/57))(*(/28)(+26)))	(((22+)(57/)+)((28/)(26+)*)+)
(((6*0)-(1/5))+((8+2)-2))	(+(-(*60)(/15))(-(+82)2))	(((60*)(15/)-)((82+)2-)+)
(((1-7)-(1*5))-((1*5)*(3-8)))	(-(-(-17)(*15))(*(*15)(-38)))	(((17-)(15*)-)((15*)(38-)*)-)
(((6+5)/5)+((0/3)-(6/1)))	(+(/(+65)5)(-(/03)(/61)))	(((65+)5/)((03/)(61/)-)+)
((6/(4-6))*((8/8)*(0-8)))	(*(/6(-46))(*(/88)(-08)))	((6(46-)/)((88/)(08-)*)*)
(((8/5)*(6+9))-((8-2)*(6+6)))	(-(*(/85)(+69))(*(-82)(+66)))	(((85/)(69+)*)((82-)(66+)*)-)
(((5+6)-(8-1))+((9+2)/(5*7)))	(+(-(+56)(-81))(/(+92)(*57)))	(((56+)(81-)-)((92+)(57*)/)+)
(((4+1)/2)*((1*3)+(7+4)))	(*(/(+41)2)(+(*13)(+74)))	(((41+)2/)((13*)(74+)+)*)
((3*(1+5))*((1-3)-(7/8)))	(*(*3(+15))(-(-13)(/78)))	((3(15+)*)((13-)(78/)-)*)
(((2-2)/(8*8))+((5+5)*2))	(+(/(-22)(*88))(*(+55)2))	(((22-)(88*)/)((55+)2*)+)
(((2-6)*(3+4))+((1/5)*(9+9)))	(+(*(-26)(+34))(*(/15)(+99)))	(((26-)(34+)*)((15/)(99+)*)+)
((1+(2+7))+((8/5)+(6-6)))	(+(+1(+27))(+(/85)(-66)))	((1(27+)+)((85/)(66-)+)+)
(((3-1)+(0+4))*((9-8)/3))	(*(+(-31)(+04))(/(-98)3))	(((31-)(04+)+)((98-)3/)*)
(((3/7)+(7/0))-((1+4)-(5+1)))	(-(+(/37)(/70))(-(+14)(+51)))	(((37/)(70/)+)((14+)(51+)-)-)
(((7+3)-(3/5))/((4-4)+(2*5)))	(/(-(+73)(/35))(+(-44)(*25)))	(((73+)(35/)-)((44-)(25*)+)/)
(((3+9)/(6*9))/(9/(8/9)))	(/(/(+39)(*69))(/9(/89)))	(((39+)(69*)/)(9(89/)/)/)
(((4-3)/(7-7))/((9*7)-(9-2)))	(/(/(-43)(-77))(-(*97)(-92)))	(((43-)(77-)/)((97*)(92-)-)/)
(((5*0)/(0/5))-(6+(4-5)))	(-(/(*50)(/05))(+6(-45)))	(((50*)(05/)/)(6(45-)+)-)
(((0*5)*(8*8))-((7/0)+8))	(-(*(*05)(*88))(+(/70)8))	(((05*)(88*)*)((70/)8+)-)
(((9+8)*(0+5))/((4+7)-(5*5)))	(/(*(+98)(+05))(-(+47)(*55)))	(((98+)(05+)*)((47+)(55*)-)/)
((6*(3+7))-((2+4)*0))	(-(*6(+37))(*(+24)0))	((6(37+)*)((24+)0*)-)
(((7/1)+(9/7))/((5+3)-(1+1)))	(/(+(/71)(/97))(-(+53)(+11)))	(((71/)(97/)+)((53+)(11+)-)/)
((2/(6-6))*((3*5)-(4-7)))	(*(/2(-66))(-(*35)(-47)))	((2(66-)/)((35*)(47-)-)*)
(((0-0)*(7+1))/((2-2)*(5+2)))	(/(*(-00)(+71))(*(-22)(+52)))	(((00-)(71+)*)((22-)(52+)*)/)
(((1-0)/(4/0))+(8/7))	(+(/(-10)(/40))(/87))	(((10-)(40/)/)(87/)+)
(((5/0)/8)*((9+5)/(4*4)))	(*(/(/50)8)(/(+95)(*44)))	(((50/)8/)((95+)(44*)/)*)
(((8+2)-6)-((5+6)-(0/4)))	(-(-(+82)6)(-(+56)(/04)))	(((82+)6-)((56+)(04/)-)-)
(((1/3)/(7+4))*((1-3)/9))	(*(/(/13)(+74))(/(-13)9))	(((13/)(74+)/)((13-)9/)*)
((1*(7/8))/((4-9)*(6/3)))	(/(*1(/78))(*(-49)(/63)))	((1(78/)*)((49-)(63/)*)/)
(((1+0)-(9/3))*((1*1)-2))	(*(-(+10)(/93))(-(*11)2))	(((10+)(93/)-)((11*)2-)*)
(((0*8)*(5/2))+((0-0)/6))	(+(*(*08)(/52))(/(-00)6))	(((08*)(52/)*)((00-)6/)+)
(((1-4)-1)*((8+0)*(1-9)))	(*(-(-14)1)(*(+80)(-19)))	(((14-)1-)((80+)(19-)*)*)
(((2/6)*(7/6))-((1/4)*2))	(-(*(/26)(/76))(*(/14)2))	(((26/)(76/)*)((14/)2*)-)
(((3*4)/(2-9))-(2/(5+1)))	(-(/(*34)(-29))(/2(+51)))	(((34*)(29-)/)(2(51+)/)-)
(((7*5)*(5*5))*((1-4)*(9-4)))	(*(*(*75)(*55))(*(-14)(-94)))	(((75*)(55*)*)((14-)(94-)*)*)
(((2+9)-(6-8))*((2+1)/7))	(*(-(+29)(-68))(/(+21)7))	(((29+)(68-)-)((21+)7/)*)
((0-7)*((9/5)/(6*6)))	(*(-07)(/(/95)(*66)))	((07-)((95/)(66*)/)*)
((8-(5*0))-(9*1))	(-(-8(*50))(*91))	((8(50*)-)(91*)-)
(((1/1)-(0*2))/(7*(3/7)))	(/(-(/11)(*02))(*7(/37)))	(((11/)(02*)-)(7(37/)*)/)
((7+(6*7))/((1-0)*0))	(/(+7(*67))(*(-10)0))	((7(67*)+)((10-)0*)/)
(((1*7)-1)-((7+2)+(0+8)))	(-(-(*17)1)(+(+72)(+08)))	(((17*)1-)((72+)(08+)+)-)
(((4/9)/(7+2))-((0/0)/(0-7)))	(-(/(/49)(+72))(/(/00)(-07)))	(((49/)(72+)/)((00/)(07-)/)-)
(((2/8)-(4*9))+((5/3)*(4-7)))	(+(-(/28)(*49))(*(/53)(-47)))	(((28/)(49*)-)((53/)(47-)*)+)
((5-(2*3))+((4*5)-(3*7)))	(+(-5(*23))(-(*45)(*37)))	((5(23*)-)((45*)(37*)-)+)
(((0+7)-(6*1))-((9*0)/(2+5)))	(-(-(+07)(*61))(/(*90)(+25)))	(((07+)(61*)-)((90*)(25+)/)-)
(((9/8)/(9-5))-((4-7)*(8*1)))	(-(/(/98)(-95))(*(-47)(*81)))	(((98/)(95-)/)((47-)(81*)*)-)
(((6*2)+(9-4))+((4-7)/(7-5)))	(+(+(*62)(-94))(/(-47)(-75)))	(((62*)(94-)+)((47-)(75-)/)+)
(((3-8)+(5/2))-((5/5)-(8*8)))	(-(+(-38)(/52))(-(/55)(*88)))	(((38-)(52/)+)((55/)(88*)-)-)
((7*(4+4))/((2-1)+(8-6)))	(/(*7(+44))(+(-21)(-86)))	((7(44+)*)((21-)(86-)+)/)
