(2/(5*(0*(6-6))))	(/2(*5(*0(-66))))	(2(5(0(66-)*)*)/)
((6-0)*(((5*3)*3)+9))	(*(-60)(+(*(*53)3)9))	((60-)(((53*)3*)9+)*)
((4+4)-(((3/7)*0)/(3-0)))	(-(+44)(/(*(/37)0)(-30)))	((44+)(((37/)0*)(30-)/)-)
((6*1)+(((9/1)-4)*(4*(3*6))))	(+(*61)(*(-(/91)4)(*4(*36))))	((61*)(((91/)4-)(4(36*)*)*)+)
((0-6)/(((5-7)+2)+((0*5)/7)))	(/(-06)(+(+(-57)2)(/(*05)7)))	((06-)(((57-)2+)((05*)7/)+)/)
((2*8)/(((9+0)*3)*((5*4)+(5+3))))	(/(*28)(*(*(+90)3)(+(*54)(+53))))	((28*)(((90+)3*)((54*)(53+)+)*)/)
((7/4)/(((9/0)+(8*7))-7))	(/(/74)(-(+(/90)(*87))7))	((74/)(((90/)(87*)+)7-)/)
((2/0)-(((2/7)-(2+8))+(7*6)))	(-(/20)(+(-(/27)(+28))(*76)))	((20/)(((27/)(28+)-)(76*)+)-)
((5-2)+(((7-7)/(0/1))+(5+(4-3))))	(+(-52)(+(/(-77)(/01))(+5(-43))))	((52-)(((77-)(01/)/)(5(43-)+)+)+)
((7/2)+(((5/1)*(2/5))/((0/9)+5)))	(+(/72)(/(*(/51)(/25))(+(/09)5)))	((72/)(((51/)(25/)*)((09/)5+)/)+)
((5-5)+(((0-5)*(4+5))+((0+9)-(5-7))))	(+(-55)(+(*(-05)(+45))(-(+09)(-57))))	((55-)(((05-)(45+)*)((09+)(57-)-)+)+)
((1*(5*2))/(9*(7/(0-4))))	(/(*1(*52))(*9(/7(-04))))	((1(52*)*)(9(7(04-)/)*)/)
((2*(2/5))*(7*((4+6)-7)))	(*(*2(/25))(*7(-(+46)7)))	((2(25/)*)(7((46+)7-)*)*)
((6+(9+2))-(1+((7/9)/(0*6))))	(-(+6(+92))(+1(/(/79)(*06))))	((6(92+)+)(1((79/)(06*)/)+)-)
((0+(0+5))-((2*5)+(2+(3-8))))	(-(+0(+05))(+(*25)(+2(-38))))	((0(05+)+)((25*)(2(38-)+)+)-)
((3*(0-7))/((5-5)/((0*5)/0)))	(/(*3(-07))(/(-55)(/(*05)0)))	((3(07-)*)((55-)((05*)0/)/)/)
((9+(7*3))-((1-5)+((3*7)*(2*9))))	(-(+9(*73))(+(-15)(*(*37)(*29))))	((9(73*)+)((15-)((37*)(29*)*)+)-)
((9*(7*6))+((6-(6+6))*0))	(+(*9(*76))(*(-6(+66))0))	((9(76*)*)((6(66+)-)0*)+)
((8+(7+5))*((2-(5+5))/(8/6)))	(*(+8(+75))(/(-2(+55))(/86)))	((8(75+)+)((2(55+)-)(86/)/)*)
((3/(7/9))/((0+(0-6))/(2+(1*7))))	(/(/3(/79))(/(+0(-06))(+2(*17))))	((3(79/)/)((0(06-)+)(2(17*)+)/)/)
((5/(8-5))+((1*(6/2))-((9/1)-8)))	(+(/5(-85))(-(*1(/62))(-(/91)8)))	((5(85-)/)((1(62/)*)((91/)8-)-)+)
((6/(1-2))/((7+(4+0))+((7*0)/(0+9))))	(/(/6(-12))(+(+7(+40))(/(*70)(+09))))	((6(12-)/)((7(40+)+)((70*)(09+)/)+)/)
((8+(5+3))+(((6*3)*2)*6))	(+(+8(+53))(*(*(*63)2)6))	((8(53+)+)(((63*)2*)6*)+)
((8-(6/3))/(((6-8)+5)+(2*1)))	(/(-8(/63))(+(+(-68)5)(*21)))	((8(63/)-)(((68-)5+)(21*)+)/)
((5/(9-9))-(((7*4)+5)/(8/(7*6))))	(-(/5(-99))(/(+(*74)5)(/8(*76))))	((5(99-)/)(((74*)5+)(8(76*)/)/)-)
((5/(2*2))/(((2/2)-8)*((8*9)+7)))	(/(/5(*22))(*(-(/22)8)(+(*89)7)))	((5(22*)/)(((22/)8-)((89*)7+)*)/)
((8-(4+2))+(((7*4)*6)+((6*4)*(0/9))))	(+(-8(+42))(+(*(*74)6)(*(*64)(/09))))	((8(42+)-)(((74*)6*)((64*)(09/)*)+)+)
((3-(8+9))-(((8+7)/(6*8))-0))	(-(-3(+89))(-(/(+87)(*68))0))	((3(89+)-)(((87+)(68*)/)0-)-)
((7/(9/2))/(((4*8)*(0+9))/(9-2)))	(/(/7(/92))(/(*(*48)(+09))(-92)))	((7(92/)/)(((48*)(09+)*)(92-)/)/)
((8-(2/5))-(((7*6)+(1+5))/(7-(5+5))))	(-(-8(/25))(/(+(*76)(+15))(-7(+55))))	((8(25/)-)(((76*)(15+)+)(7(55+)-)/)-)
((1-(6-5))*(((1-0)*(3+3))+((3+3)/0)))	(*(-1(-65))(+(*(-10)(+33))(/(+33)0)))	((1(65-)-)(((10-)(33+)*)((33+)0/)+)*)
((4+(6+3))*(((7-5)*(5+7))+((2-8)/(6-1))))	(*(+4(+63))(+(*(-75)(+57))(/(-28)(-61))))	((4(63+)+)(((75-)(57+)*)((28-)(61-)/)+)*)
((5-(3/(6*1)))/4)	(/(-5(/3(*61)))4)	((5(3(61*)/)-)4/)
((6/(0-(1*7)))-(1+7))	(-(/6(-0(*17)))(+17))	((6(0(17*)-)/)(17+)-)
((3+(6+(6/9)))+(9+(8*3)))	(+(+3(+6(/69)))(+9(*83)))	((3(6(69/)+)+)(9(83*)+)+)
((8-(9-(6*2)))*(6+(2+(3/3))))	(*(-8(-9(*62)))(+6(+2(/33))))	((8(9(62*)-)-)(6(2(33/)+)+)*)
((5+(0-(6+6)))-(5+((3-9)-6)))	(-(+5(-0(+66)))(+5(-(-39)6)))	((5(0(66+)-)+)(5((39-)6-)+)-)
((2+(8+(1+8)))/(3/((8/2)+(1*2))))	(/(+2(+8(+18)))(/3(+(/82)(*12))))	((2(8(18+)+)+)(3((82/)(12*)+)/)/)
((8*(6/(6/8)))/((1-6)*3))	(/(*8(/6(/68)))(*(-16)3))	((8(6(68/)/)*)((16-)3*)/)
((4-(7-(5/5)))*((0-6)-(1-2)))	(*(-4(-7(/55)))(-(-06)(-12)))	((4(7(55/)-)-)((06-)(12-)-)*)
((7/(9-(2-3)))-((6/6)/(7*(9*2))))	(-(/7(-9(-23)))(/(/66)(*7(*92))))	((7(9(23-)-)/)((66/)(7(92*)*)/)-)
((5*(7/(3+9)))+((1/5)*((5-8)+8)))	(+(*5(/7(+39)))(*(/15)(+(-58)8)))	((5(7(39+)/)*)((15/)((58-)8+)*)+)
((5+(5*(8-6)))*((7/5)*((0*9)+(1*2))))	(*(+5(*5(-86)))(*(/75)(+(*09)(*12))))	((5(5(86-)*)+)((75/)((09*)(12*)+)*)*)
((5/(1+(1*9)))+((5+(6*6))-0))	(+(/5(+1(*19)))(-(+5(*66))0))	((5(1(19*)+)/)((5(66*)+)0-)+)
((0*(9+(1*8)))+((3/(2*9))*(0*2)))	(+(*0(+9(*18)))(*(/3(*29))(*02)))	((0(9(18*)+)*)((3(29*)/)(02*)*)+)
((0+(7/(5*8)))*((4*(8/8))/(9-(1/4))))	(*(+0(/7(*58)))(/(*4(/88))(-9(/14))))	((0(7(58*)/)+)((4(88/)*)(9(14/)-)/)*)
((7-(9/(5/0)))+((9/(1*8))-((2/3)*9)))	(+(-7(/9(/50)))(-(/9(*18))(*(/23)9)))	((7(9(50/)/)-)((9(18*)/)((23/)9*)-)+)
((6*(2*(2-9)))/((1-(8/7))-((8*1)+(7-7))))	(/(*6(*2(-29)))(-(-1(/87))(+(*81)(-77))))	((6(2(29-)*)*)((1(87/)-)((81*)(77-)+)-)/)
((1*(0*(9-6)))/(((5*9)/8)/8))	(/(*1(*0(-96)))(/(/(*59)8)8))	((1(0(96-)*)*)(((59*)8/)8/)/)
((7/(5+(9*4)))*(((3/1)-5)*(7-2)))	(*(/7(+5(*94)))(*(-(/31)5)(-72)))	((7(5(94*)+)/)(((31/)5-)(72-)*)*)
((4*(9+(2*0)))*(((3/2)+8)*(3*(7*1))))	(*(*4(+9(*20)))(*(+(/32)8)(*3(*71))))	((4(9(20*)+)*)(((32/)8+)(3(71*)*)*)*)
((7/(0-(8-6)))*(((1-2)/4)+((1/5)-9)))	(*(/7(-0(-86)))(+(/(-12)4)(-(/15)9)))	((7(0(86-)-)/)(((12-)4/)((15/)9-)+)*)
((4-(4*(6/6)))-(((0/1)-1)+((1-5)-(4-3))))	(-(-4(*4(/66)))(+(-(/01)1)(-(-15)(-43))))	((4(4(66/)*)-)(((01/)1-)((15-)(43-)-)+)-)
((1+(4-(9-2)))/(((9*1)+(0+3))*0))	(/(+1(-4(-92)))(*(+(*91)(+03))0))	((1(4(92-)-)+)(((91*)(03+)+)0*)/)
((3*(4+(3*9)))*(((0*8)-(7/5))*(2*6)))	(*(*3(+4(*39)))(*(-(*08)(/75))(*26)))	((3(4(39*)+)*)(((08*)(75/)-)(26*)*)*)
((8-(8/(5/9)))+(((4/0)/(0+1))*(4/(6+3))))	(+(-8(/8(/59)))(*(/(/40)(+01))(/4(+63))))	((8(8(59/)/)-)(((40/)(01+)/)(4(63+)/)*)+)
((3*(7*(6/1)))*(((7*9)-(6*4))+((2+4)/4)))	(*(*3(*7(/61)))(+(-(*79)(*64))(/(+24)4)))	((3(7(61/)*)*)(((79*)(64*)-)((24+)4/)+)*)
((7+(1-(6/3)))+(((7+6)/(1+4))*((1-8)+(8*4))))	(+(+7(-1(/63)))(*(/(+76)(+14))(+(-18)(*84))))	((7(1(63/)-)+)(((76+)(14+)/)((18-)(84*)+)*)+)
((1+((9/3)*8))+8)	(+(+1(*(/93)8))8)	((1((93/)8*)+)8+)
((6/((5*2)-5))*(3/8))	(*(/6(-(*52)5))(/38))	((6((52*)5-)/)(38/)*)
((0/((3*8)+9))*(7+(6*5)))	(*(/0(+(*38)9))(+7(*65)))	((0((38*)9+)/)(7(65*)+)*)
((5-((3-6)-3))-(7/(6-(9+4))))	(-(-5(-(-36)3))(/7(-6(+94))))	((5((36-)3-)-)(7(6(94+)-)/)-)
((6/((4/0)*4))*(6+((7/2)-0)))	(*(/6(*(/40)4))(+6(-(/72)0)))	((6((40/)4*)/)(6((72/)0-)+)*)
((7+((5/0)+3))+(1/((6-5)-(4/6))))	(+(+7(+(/50)3))(/1(-(-65)(/46))))	((7((50/)3+)+)(1((65-)(46/)-)/)+)
((0*((5-9)+8))*((4/9)+3))	(*(*0(+(-59)8))(+(/49)3))	((0((59-)8+)*)((49/)3+)*)
((4*((0-5)*9))*((0-6)+(9/0)))	(*(*4(*(-05)9))(+(-06)(/90)))	((4((05-)9*)*)((06-)(90/)+)*)
((9+((0-6)+6))-((5*1)+(3/(6+9))))	(-(+9(+(-06)6))(+(*51)(/3(+69))))	((9((06-)6+)+)((51*)(3(69+)/)+)-)
((8+((5/2)/6))-((9/1)+((9-1)*1)))	(-(+8(/(/52)6))(+(/91)(*(-91)1)))	((8((52/)6/)+)((91/)((91-)1*)+)-)
((4*((5+8)+0))*((3-7)*((4*4)+(4+8))))	(*(*4(+(+58)0))(*(-37)(+(*44)(+48))))	((4((58+)0+)*)((37-)((44*)(48+)+)*)*)
((4/((0+3)/0))/((1-(9+1))*4))	(/(/4(/(+03)0))(*(-1(+91))4))	((4((03+)0/)/)((1(91+)-)4*)/)
((3-((9+0)-8))-((0*(9-4))/(0-4)))	(-(-3(-(+90)8))(/(*0(-94))(-04)))	((3((90+)8-)-)((0(94-)*)(04-)/)-)
((3+((7+3)-0))+((0+(6+2))/(6-(9/2))))	(+(+3(-(+73)0))(/(+0(+62))(-6(/92))))	((3((73+)0-)+)((0(62+)+)(6(92/)-)/)+)
((5*((0/1)-6))*((0*(1*8))-((0-6)+9)))	(*(*5(-(/01)6))(-(*0(*18))(+(-06)9)))	((5((01/)6-)*)((0(18*)*)((06-)9+)-)*)
((1*((5/5)/0))-((0/(7/2))*((2+6)/(0/4))))	(-(*1(/(/55)0))(*(/0(/72))(/(+26)(/04))))	((1((55/)0/)*)((0(72/)/)((26+)(04/)/)*)-)
((8/((5*3)*9))/(((3+3)*7)/0))	(/(/8(*(*53)9))(/(*(+33)7)0))	((8((53*)9*)/)(((33+)7*)0/)/)
((9*((5-2)+9))-(((1*0)+1)/(2/8)))	(-(*9(+(-52)9))(/(+(*10)1)(/28)))	((9((52-)9+)*)(((10*)1+)(28/)/)-)
((7+((5*9)*4))-(((2-5)+4)-(1*(4-4))))	(-(+7(*(*59)4))(-(+(-25)4)(*1(-44))))	((7((59*)4*)+)(((25-)4+)(1(44-)*)-)-)
((6/((6/1)/1))-(((5+4)-1)-((5-6)-9)))	(-(/6(/(/61)1))(-(-(+54)1)(-(-56)9)))	((6((61/)1/)/)(((54+)1-)((56-)9-)-)-)
((5+((8+5)/0))/(((7+5)/0)+((1/8)-(6-0))))	(/(+5(/(+85)0))(+(/(+75)0)(-(/18)(-60))))	((5((85+)0/)+)(((75+)0/)((18/)(60-)-)+)/)
((4/((3*1)/6))/(((5/2)/(8-2))*3))	(/(/4(/(*31)6))(*(/(/52)(-82))3))	((4((31*)6/)/)(((52/)(82-)/)3*)/)
((9*((2/5)*2))/(((4/9)-(6*7))/(2+6)))	(/(*9(*(/25)2))(/(-(/49)(*67))(+26)))	((9((25/)2*)*)(((49/)(67*)-)(26+)/)/)
((1/((9*0)/9))+(((6/1)*(7*1))/(4/(5/7))))	(+(/1(/(*90)9))(/(*(/61)(*71))(/4(/57))))	((1((90*)9/)/)(((61/)(71*)*)(4(57/)/)/)+)
((2/((1*0)/9))-(((2+0)-(4*8))-((2-2)+0)))	(-(/2(/(*10)9))(-(-(+20)(*48))(+(-22)0)))	((2((10*)9/)/)(((20+)(48*)-)((22-)0+)-)-)
((3*((8*0)*0))+(((8*4)/(8*3))+((9-8)-(8/0))))	(+(*3(*(*80)0))(+(/(*84)(*83))(-(-98)(/80))))	((3((80*)0*)*)(((84*)(83*)/)((98-)(80/)-)+)+)
((9-((7*7)+(7+2)))-0)	(-(-9(+(*77)(+72)))0)	((9((77*)(72+)+)-)0-)
((8*((9/1)+(9/5)))/(7-8))	(/(*8(+(/91)(/95)))(-78))	((8((91/)(95/)+)*)(78-)/)
((4+((7/3)*(5*4)))*(6-(8/4)))	(*(+4(*(/73)(*54)))(-6(/84)))	((4((73/)(54*)*)+)(6(84/)-)*)
((2*((7/4)+(0*6)))*(3+(4/(0*0))))	(*(*2(+(/74)(*06)))(+3(/4(*00))))	((2((74/)(06*)+)*)(3(4(00*)/)+)*)
((7/((5-6)+(3+5)))*(2/((5+8)/7)))	(*(/7(+(-56)(+35)))(/2(/(+58)7)))	((7((56-)(35+)+)/)(2((58+)7/)/)*)
((0+((2/1)-(8+9)))/(2/((3/7)*(0*4))))	(/(+0(-(/21)(+89)))(/2(*(/37)(*04))))	((0((21/)(89+)-)+)(2((37/)(04*)*)/)/)
((0/((2+4)/(9*1)))*((3-3)*4))	(*(/0(/(+24)(*91)))(*(-33)4))	((0((24+)(91*)/)/)((33-)4*)*)
((0*((5-5)-(7+7)))+((0/2)-(1/2)))	(+(*0(-(-55)(+77)))(-(/02)(/12)))	((0((55-)(77+)-)*)((02/)(12/)-)+)
((0/((9+4)/(6*1)))+((6+2)+(1+(0*0))))	(+(/0(/(+94)(*61)))(+(+62)(+1(*00))))	((0((94+)(61*)/)/)((62+)(1(00*)+)+)+)
((1+((1/5)+(7+8)))*((1/2)*((7-5)-6)))	(*(+1(+(/15)(+78)))(*(/12)(-(-75)6)))	((1((15/)(78+)+)+)((12/)((75-)6-)*)*)
((8/((0/2)*(7-5)))/((2+3)+((8*6)-(1/7))))	(/(/8(*(/02)(-75)))(+(+23)(-(*86)(/17))))	((8((02/)(75-)*)/)((23+)((86*)(17/)-)+)/)
((0-((8+2)*(1/3)))/((5-(6/4))*0))	(/(-0(*(+82)(/13)))(*(-5(/64))0))	((0((82+)(13/)*)-)((5(64/)-)0*)/)
((5+((8-2)*(0+9)))/((4*(7/4))*(3*9)))	(/(+5(*(-82)(+09)))(*(*4(/74))(*39)))	((5((82-)(09+)*)+)((4(74/)*)(39*)*)/)
((7/((9/0)+(5-1)))-((1*(3/7))*(6*(6-4))))	(-(/7(+(/90)(-51)))(*(*1(/37))(*6(-64))))	((7((90/)(51-)+)/)((1(37/)*)(6(64-)*)*)-)
((0*((1*0)*(0*9)))+((2*(7*4))*((9-6)-5)))	(+(*0(*(*10)(*09)))(*(*2(*74))(-(-96)5)))	((0((10*)(09*)*)*)((2(74*)*)((96-)5-)*)+)
((4/((6+6)+(3/8)))+((8*(4+9))+((8/9)-(8+4))))	(+(/4(+(+66)(/38)))(+(*8(+49))(-(/89)(+84))))	((4((66+)(38/)+)/)((8(49+)*)((89/)(84+)-)+)+)
((9-((2/8)*(2-7)))*(((3/7)/0)/8))	(*(-9(*(/28)(-27)))(/(/(/37)0)8))	((9((28/)(27-)*)-)(((37/)0/)8/)*)
((6+((9/3)-(7/6)))-(((6*8)+7)*(3/5)))	(-(+6(-(/93)(/76)))(*(+(*68)7)(/35)))	((6((93/)(76/)-)+)(((68*)7+)(35/)*)-)
((5-((2-2)-(8/1)))/(((5+4)*5)-(7/(9-8))))	(/(-5(-(-22)(/81)))(-(*(+54)5)(/7(-98))))	((5((22-)(81/)-)-)(((54+)5*)(7(98-)/)-)/)
((0*((6+0)+(0/6)))/(((1+5)*4)+((2+6)-0)))	(/(*0(+(+60)(/06)))(+(*(+15)4)(-(+26)0)))	((0((60+)(06/)+)*)(((15+)4*)((26+)0-)+)/)
((4/((3-1)*(7-4)))/(((9/4)*2)*((2+8)+(6/0))))	(/(/4(*(-31)(-74)))(*(*(/94)2)(+(+28)(/60))))	((4((31-)(74-)*)/)(((94/)2*)((28+)(60/)+)*)/)
((3/((7+3)-(8+6)))*(((3-8)*(1+2))+7))	(*(/3(-(+73)(+86)))(+(*(-38)(+12))7))	((3((73+)(86+)-)/)(((38-)(12+)*)7+)*)
((2*((8+3)/(3/0)))-(((4+2)*(2/8))-(1/0)))	(-(*2(/(+83)(/30)))(-(*(+42)(/28))(/10)))	((2((83+)(30/)/)*)(((42+)(28/)*)(10/)-)-)
((9/((0*6)/(1*2)))/(((6+5)*(4-2))*(1/(6*7))))	(/(/9(/(*06)(*12)))(*(*(+65)(-42))(/1(*67))))	((9((06*)(12*)/)/)(((65+)(42-)*)(1(67*)/)*)/)
((6*((4/0)+(6*3)))-(((9+7)-(2*1))+((3*5)*1)))	(-(*6(+(/40)(*63)))(+(-(+97)(*21))(*(*35)1)))	((6((40/)(63*)+)*)(((97+)(21*)-)((35*)1*)+)-)
((9-((4+4)*(8-5)))+(((9*4)*(2+3))/((9*8)-(1+5))))	(+(-9(*(+44)(-85)))(/(*(*94)(+23))(-(*98)(+15))))	((9((44+)(85-)*)-)(((94*)(23+)*)((98*)(15+)-)/)+)
(((9+1)/6)+(5+(5/(7*6))))	(+(/(+91)6)(+5(/5(*76))))	(((91+)6/)(5(5(76*)/)+)+)
(((1-1)+3)*(3+((5/7)/6)))	(*(+(-11)3)(+3(/(/57)6)))	(((11-)3+)(3((57/)6/)+)*)
(((4*4)-3)-(3-((9+4)+(7/0))))	(-(-(*44)3)(-3(+(+94)(/70))))	(((44*)3-)(3((94+)(70/)+)-)-)
(((3-8)-3)/((2-1)-(9/(5/6))))	(/(-(-38)3)(-(-21)(/9(/56))))	(((38-)3-)((21-)(9(56/)/)-)/)
(((0*8)+7)-((7+5)+((7-8)-1)))	(-(+(*08)7)(+(+75)(-(-78)1)))	(((08*)7+)((75+)((78-)1-)+)-)
(((5*1)/6)+((7/0)*((4-2)/(8-7))))	(+(/(*51)6)(*(/70)(/(-42)(-87))))	(((51*)6/)((70/)((42-)(87-)/)*)+)
(((5+8)+4)+((9/(5/1))/1))	(+(+(+58)4)(/(/9(/51))1))	(((58+)4+)((9(51/)/)1/)+)
(((8/0)/9)/((5*(3*1))-(0-4)))	(/(/(/80)9)(-(*5(*31))(-04)))	(((80/)9/)((5(31*)*)(04-)-)/)
(((7+9)+9)*((8-(8*2))*(5+(6/7))))	(*(+(+79)9)(*(-8(*82))(+5(/67))))	(((79+)9+)((8(82*)-)(5(67/)+)*)*)
(((3+1)+6)-((3/(7*5))-((7+7)/0)))	(-(+(+31)6)(-(/3(*75))(/(+77)0)))	(((31+)6+)((3(75*)/)((77+)0/)-)-)
(((1/7)+9)-((2/(6*0))*((0+3)/(3+8))))	(-(+(/17)9)(*(/2(*60))(/(+03)(+38))))	(((17/)9+)((2(60*)/)((03+)(38+)/)*)-)
(((5-0)/6)-(((7*2)-2)*5))	(-(/(-50)6)(*(-(*72)2)5))	(((50-)6/)(((72*)2-)5*)-)
(((7+1)+7)+(((0*3)-7)/(4*6)))	(+(+(+71)7)(/(-(*03)7)(*46)))	(((71+)7+)(((03*)7-)(46*)/)+)
(((7/6)+6)/(((3*8)+9)*(2/(2+7))))	(/(+(/76)6)(*(+(*38)9)(/2(+27))))	(((76/)6+)(((38*)9+)(2(27+)/)*)/)
(((7-9)*4)*(((5/8)*3)*((8+9)+3)))	(*(*(-79)4)(*(*(/58)3)(+(+89)3)))	(((79-)4*)(((58/)3*)((89+)3+)*)*)
(((9+6)/8)-(((1-3)*7)-((6-3)*(2*2))))	(-(/(+96)8)(-(*(-13)7)(*(-63)(*22))))	(((96+)8/)(((13-)7*)((63-)(22*)*)-)-)
(((2+6)/0)-(((3*9)*(5/3))-6))	(-(/(+26)0)(-(*(*39)(/53))6))	(((26+)0/)(((39*)(53/)*)6-)-)
(((3-0)+4)+(((1/9)+(5+6))*(3/9)))	(+(+(-30)4)(*(+(/19)(+56))(/39)))	(((30-)4+)(((19/)(56+)+)(39/)*)+)
(((1*0)-1)/(((1*1)-(3*5))/(9-(8*6))))	(/(-(*10)1)(/(-(*11)(*35))(-9(*86))))	(((10*)1-)(((11*)(35*)-)(9(86*)-)/)/)
(((7-8)*4)+(((6-1)*(9-4))+((2-3)*1)))	(+(*(-78)4)(+(*(-61)(-94))(*(-23)1)))	(((78-)4*)(((61-)(94-)*)((23-)1*)+)+)
(((6+6)+9)*(((3*9)/(6/4))+((5+7)/(7/7))))	(*(+(+66)9)(+(/(*39)(/64))(/(+57)(/77))))	(((66+)9+)(((39*)(64/)/)((57+)(77/)/)+)*)
(((1/2)-(0-2))/(4+(7*(4*3))))	(/(-(/12)(-02))(+4(*7(*43))))	(((12/)(02-)-)(4(7(43*)*)+)/)
(((3-6)-(0*7))/(3/((9+8)-8)))	(/(-(-36)(*07))(/3(-(+98)8)))	(((36-)(07*)-)(3((98+)8-)/)/)
(((9+8)*(9+8))+(1/((0+0)*(5*6))))	(+(*(+98)(+98))(/1(*(+00)(*56))))	(((98+)(98+)*)(1((00+)(56*)*)/)+)
(((6+2)/(3-7))+((8*5)*(6-(5*7))))	(+(/(+62)(-37))(*(*85)(-6(*57))))	(((62+)(37-)/)((85*)(6(57*)-)*)+)
(((5/1)*(2-0))*((6/7)/((9+4)-8)))	(*(*(/51)(-20))(/(/67)(-(+94)8)))	(((51/)(20-)*)((67/)((94+)8-)/)*)
(((5/9)*(6/7))-((0/7)*((7/4)*(0/2))))	(-(*(/59)(/67))(*(/07)(*(/74)(/02))))	(((59/)(67/)*)((07/)((74/)(02/)*)*)-)
(((1/3)+(1*7))-((0/(6+5))+6))	(-(+(/13)(*17))(+(/0(+65))6))	(((13/)(17*)+)((0(65+)/)6+)-)
(((2*6)/(0/0))+((8*(3/5))-(4/3)))	(+(/(*26)(/00))(-(*8(/35))(/43)))	(((26*)(00/)/)((8(35/)*)(43/)-)+)
(((3+6)+(4*0))+((9/(3/3))*(1/(0-7))))	(+(+(+36)(*40))(*(/9(/33))(/1(-07))))	(((36+)(40*)+)((9(33/)/)(1(07-)/)*)+)
(((4*0)+(4/4))-((4*(0-5))/((3+8)/1)))	(-(+(*40)(/44))(/(*4(-05))(/(+38)1)))	(((40*)(44/)+)((4(05-)*)((38+)1/)/)-)
(((2-6)*(6+0))*((1*(3-6))*((5+3)-(8*9))))	(*(*(-26)(+60))(*(*1(-36))(-(+53)(*89))))	(((26-)(60+)*)((1(36-)*)((53+)(89*)-)*)*)
(((2/2)*(5*8))-(((4*5)-5)-5))	(-(*(/22)(*58))(-(-(*45)5)5))	(((22/)(58*)*)(((45*)5-)5-)-)
(((4*2)/(7/7))*(((1/0)/8)*(0-1)))	(*(/(*42)(/77))(*(/(/10)8)(-01)))	(((42*)(77/)/)(((10/)8/)(01-)*)*)
(((2+2)-(0+6))-(((1/4)/2)/(9*(2-1))))	(-(-(+22)(+06))(/(/(/14)2)(*9(-21))))	(((22+)(06+)-)(((14/)2/)(9(21-)*)/)-)
(((4*2)-(7+7))*(((3-5)*2)*((1/4)/8)))	(*(-(*42)(+77))(*(*(-35)2)(/(/14)8)))	(((42*)(77+)-)(((35-)2*)((14/)8/)*)*)
(((1/5)+(9+4))*(((1*8)+8)+((1+7)/(4-8))))	(*(+(/15)(+94))(+(+(*18)8)(/(+17)(-48))))	(((15/)(94+)+)(((18*)8+)((17+)(48-)/)+)*)
(((5/5)*(4*7))*(((6-2)/(0+4))*9))	(*(*(/55)(*47))(*(/(-62)(+04))9))	(((55/)(47*)*)(((62-)(04+)/)9*)*)
(((2/2)+(3-6))-(((2*4)*(5+5))+(9-2)))	(-(+(/22)(-36))(+(*(*24)(+55))(-92)))	(((22/)(36-)+)(((24*)(55+)*)(92-)+)-)
(((3*7)/(9/2))+(((4+5)/(3+7))+(0-(7*4))))	(+(/(*37)(/92))(+(/(+45)(+37))(-0(*74))))	(((37*)(92/)/)(((45+)(37+)/)(0(74*)-)+)+)
(((6/7)-(1*0))/(((3*7)*(7/9))/((6/0)+1)))	(/(-(/67)(*10))(/(*(*37)(/79))(+(/60)1)))	(((67/)(10*)-)(((37*)(79/)*)((60/)1+)/)/)
(((5-9)-(9*9))+(((8+8)-(2/3))/((0/1)*(1*9))))	(+(-(-59)(*99))(/(-(+88)(/23))(*(/01)(*19))))	(((59-)(99*)-)(((88+)(23/)-)((01/)(19*)*)/)+)
(((2+3)*(3-(8/1)))/2)	(/(*(+23)(-3(/81)))2)	(((23+)(3(81/)-)*)2/)
(((7/4)-(9*(4-3)))+(7/4))	(+(-(/74)(*9(-43)))(/74))	(((74/)(9(43-)*)-)(74/)+)
(((7-4)-(6-(9-4)))/(2+(3-3)))	(/(-(-74)(-6(-94)))(+2(-33)))	(((74-)(6(94-)-)-)(2(33-)+)/)
(((7/0)/(8-(1/9)))-(8+(2-(1-2))))	(-(/(/70)(-8(/19)))(+8(-2(-12))))	(((70/)(8(19/)-)/)(8(2(12-)-)+)-)
(((1*2)-(3-(6+5)))*(8+((5+5)/4)))	(*(-(*12)(-3(+65)))(+8(/(+55)4)))	(((12*)(3(65+)-)-)(8((55+)4/)+)*)
(((2*1)*(2-(9+3)))-(8+((3+5)*(4*0))))	(-(*(*21)(-2(+93)))(+8(*(+35)(*40))))	(((21*)(2(93+)-)*)(8((35+)(40*)*)+)-)
(((1-8)+(2/(5+4)))+((7*8)/9))	(+(+(-18)(/2(+54)))(/(*78)9))	(((18-)(2(54+)/)+)((78*)9/)+)
(((9/7)/(0/(7+0)))-((5+6)*(3/5)))	(-(/(/97)(/0(+70)))(*(+56)(/35)))	(((97/)(0(70+)/)/)((56+)(35/)*)-)
(((9*3)*(2/(5+0)))+((0-4)/(4*(7+4))))	(+(*(*93)(/2(+50)))(/(-04)(*4(+74))))	(((93*)(2(50+)/)*)((04-)(4(74+)*)/)+)
(((2*0)-(7+(2+2)))*((0/9)/((9/8)-0)))	(*(-(*20)(+7(+22)))(/(/09)(-(/98)0)))	(((20*)(7(22+)+)-)((09/)((98/)0-)/)*)
(((1*7)*(0/(2/0)))/((3/8)+((8+7)-(9+2))))	(/(*(*17)(/0(/20)))(+(/38)(-(+87)(+92))))	(((17*)(0(20/)/)*)((38/)((87+)(92+)-)+)/)
